Название,Цена,Описание,Характеристики,Фото
Компрессор винтовой TIDY5-13-250D (Compact),354 688 руб.,,"Производительность:0.35 м³/мин Рабочее давление:13 бар Мин. давление:4 бар Производительность:0.35 м³/мин Рабочее давление:13 бар Мин. давление:4 бар Объем ресивера:250 литров Мощность:4 кВт Уровень шума:69 дБ Выход сжатого воздуха:1/2"" дюйм Встроенный осушитель:DK20 Габаритные размеры Д/Ш/В:1500x550x1350 мм Производительность:0.68 м³/мин Рабочее давление:10 бар Мощность:7.5 кВт Производительность:1.7 м³/мин Рабочее давление:7.5 бар Мощность:11 кВт Производительность:1.5 м³/мин Рабочее давление:8 бар Мощность:11 кВт ",https://rusgroupp.ru/assets/images/products/208/1489048341-tidy-serisi.png https://rusgroupp.ru/assets/images/products/208/oze3249.png https://rusgroupp.ru/assets/images/products/208/oze3252.png https://rusgroupp.ru/assets/images/products/208/oze3258.png https://rusgroupp.ru/assets/images/products/208/tidy-5-(6).png https://rusgroupp.ru/assets/images/products/208/tidy-5-(7).png https://rusgroupp.ru/assets/images/products/208/tidy-5-(8).png https://rusgroupp.ru/assets/images/products/208/tidy-5-(9).png https://rusgroupp.ru/assets/images/products/208/tidy-5-(10).png https://rusgroupp.ru/assets/images/products/208/tidy-5-compact.png 
Винтовой компрессор Dalgakiran TIDY7-7,264 860 руб.,,"Производительность:0.8 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:0.8 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Мощность:5.5 кВт Уровень шума:69 дБ Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1000x550x835 мм Масса:197 кг Производительность:2.4 м³/мин Рабочее давление:13 бар Мощность:18.5 кВт Производительность:0.95 м³/мин Рабочее давление:10 бар Мощность:7.5 кВт Производительность:1.6 м³/мин Рабочее давление:8 бар Мощность:15 кВт ",https://rusgroupp.ru/assets/images/products/209/tidy-7.png 
Винтовой компрессор Dalgakiran TIDY10-7,278 800 руб.,,"Производительность:1.15 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:1.15 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Мощность:7.5 кВт Уровень шума:69 дБ Выход сжатого воздуха:3/4"" дюйм Габаритные размеры Д/Ш/В:1000x550x835 мм Масса:205 кг Производительность:1.15 м³/мин Рабочее давление:7.5 бар Мощность:7.5 кВт Производительность:2.76 м³/мин Рабочее давление:12 бар Мощность:30 кВт Производительность:1.96 м³/мин Рабочее давление:10 бар Мощность:15 кВт ",https://rusgroupp.ru/assets/images/products/210/tidy-10.png 
Винтовой компрессор Dalgakiran TIDY7-10,264 860 руб.,,"Производительность:0.65 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:0.65 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:5.5 кВт Уровень шума:69 дБ Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1000x550x835 мм Масса:197 кг Производительность:2.3 м³/мин Рабочее давление:8 бар Мощность:15 кВт Производительность:0.95 м³/мин Рабочее давление:13 бар Мощность:7.5 кВт Производительность:2.52 м³/мин Рабочее давление:7 бар Мощность:15 кВт ",https://rusgroupp.ru/assets/images/products/211/tidy-7.png 
Винтовой компрессор Dalgakiran TIDY10-10,278 800 руб.,,"Производительность:0.95 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:0.95 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:7.5 кВт Уровень шума:69 дБ Выход сжатого воздуха:3/4"" дюйм Габаритные размеры Д/Ш/В:1000x550x835 мм Масса:205 кг Производительность:1.7 м³/мин Рабочее давление:14.5 бар Мощность:15 кВт Производительность:1.2 м³/мин Рабочее давление:8 бар Мощность:11 кВт Производительность:2.8 м³/мин Рабочее давление:10 бар Мощность:18.5 кВт ",https://rusgroupp.ru/assets/images/products/212/tidy-10.png 
Винтовой компрессор Dalgakiran TIDY7-13,264 860 руб.,,"Производительность:0.53 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:0.53 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Мощность:5.5 кВт Уровень шума:69 дБ Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1000x550x835 мм Масса:197 кг Производительность:1.7 м³/мин Рабочее давление:8 бар Мощность:15 кВт Производительность:1.5 м³/мин Рабочее давление:8 бар Мощность:11 кВт Производительность:0.85 м³/мин Рабочее давление:8 бар Мощность:7.5 кВт ",https://rusgroupp.ru/assets/images/products/213/tidy-7.png 
Винтовой компрессор Dalgakiran TIDY10-13,278 800 руб.,,"Производительность:0.77 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:0.77 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Мощность:7.5 кВт Уровень шума:69 дБ Выход сжатого воздуха:3/4"" дюйм Габаритные размеры Д/Ш/В:1000x550x835 мм Масса:205 кг Производительность:1.8 м³/мин Рабочее давление:12 бар Мощность:15 кВт Производительность:1.03 м³/мин Рабочее давление:7.5 бар Мощность:5.5 кВт Производительность:2.55 м³/мин Рабочее давление:8 бар Мощность:22.5 кВт ",https://rusgroupp.ru/assets/images/products/214/tidy-10.png 
Винтовой компрессор Dalgakiran TIDY7-7-200,289 000 руб.,,"Производительность:0.8 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:0.8 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Объем ресивера:200 литров Мощность:5.5 кВт Уровень шума:69 дБ Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1500x550x1325 мм Масса:197 кг Производительность:2.6 м³/мин Рабочее давление:13 бар Мощность:18.5 кВт Производительность:1 м³/мин Рабочее давление:10 бар Мощность:7 кВт Производительность:2.72 м³/мин Рабочее давление:10 бар Мощность:30 кВт ",https://rusgroupp.ru/assets/images/products/215/tidy-7-compact.png 
Винтовой компрессор Dalgakiran TIDY7-10-200,289 000 руб.,,"Производительность:0.65 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:0.65 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Объем ресивера:200 литров Мощность:5.5 кВт Уровень шума:69 дБ Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1500x550x1325 мм Масса:197 кг Производительность:0.8 м³/мин Рабочее давление:7.5 бар Мощность:5.5 кВт Производительность:2.2 м³/мин Рабочее давление:10 бар Мощность:15 кВт Производительность:1 м³/мин Рабочее давление:10 бар Мощность:7 кВт ",https://rusgroupp.ru/assets/images/products/216/tidy-7-compact.png 
Винтовой компрессор Dalgakiran TIDY7-13-200,289 000 руб.,,"Производительность:0.53 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:0.53 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Объем ресивера:200 литров Мощность:5.5 кВт Уровень шума:69 дБ Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1500x550x1325 мм Масса:197 кг Производительность:0.54 м³/мин Рабочее давление:4 бар Мощность:4 кВт Производительность:1.45 м³/мин Рабочее давление:10 бар Мощность:11 кВт Производительность:0.7 м³/мин Рабочее давление:14 бар Мощность:7.5 кВт ",https://rusgroupp.ru/assets/images/products/217/tidy-7-compact.png 
Винтовой компрессор Dalgakiran TIDY10-7-500,313 820 руб.,,"Производительность:1.15 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:1.15 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Объем ресивера:500 литров Мощность:7.5 кВт Уровень шума:69 дБ Выход сжатого воздуха:3/4"" дюйм Габаритные размеры Д/Ш/В:1810x640x1520 мм Масса:357 кг Производительность:1.36 м³/мин Рабочее давление:10 бар Мощность:15 кВт Производительность:2.33 м³/мин Рабочее давление:10 бар Мощность:15 кВт Производительность:1.5 м³/мин Рабочее давление:8 бар Мощность:11 кВт ",https://rusgroupp.ru/assets/images/products/218/tidy-10-(1).png https://rusgroupp.ru/assets/images/products/218/tidy-10-(2).png https://rusgroupp.ru/assets/images/products/218/tidy-10-(3).png https://rusgroupp.ru/assets/images/products/218/tidy-10-(4).png https://rusgroupp.ru/assets/images/products/218/tidy-10-(5).png 
Компрессор винтовой TIDY7-7-250D (Compact),362 780 руб.,,"Производительность:0.8 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:0.8 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Объем ресивера:250 литров Мощность:5.5 кВт Уровень шума:69 дБ Выход сжатого воздуха:1/2"" дюйм Встроенный осушитель:DK30 Габаритные размеры Д/Ш/В:1500x550x1325 мм Масса:197 кг Производительность:2.52 м³/мин Рабочее давление:7 бар Мощность:15 кВт Производительность:1.36 м³/мин Рабочее давление:10 бар Мощность:15 кВт Производительность:2.3 м³/мин Рабочее давление:8 бар Мощность:15 кВт ",https://rusgroupp.ru/assets/images/products/219/tidy-7-compact.png 
Винтовой компрессор Dalgakiran TIDY10-10-500,313 820 руб.,,"Производительность:0.95 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:0.95 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Объем ресивера:500 литров Мощность:7.5 кВт Уровень шума:69 дБ Выход сжатого воздуха:3/4"" дюйм Габаритные размеры Д/Ш/В:1810x640x1520 мм Масса:357 кг Производительность:1.2 м³/мин Рабочее давление:8 бар Мощность:11 кВт Производительность:1.8 м³/мин Рабочее давление:8 бар Мощность:16.5 кВт Производительность:1.45 м³/мин Рабочее давление:10 бар Мощность:11 кВт ",https://rusgroupp.ru/assets/images/products/220/tidy-10-(1).png https://rusgroupp.ru/assets/images/products/220/tidy-10-(2).png https://rusgroupp.ru/assets/images/products/220/tidy-10-(3).png https://rusgroupp.ru/assets/images/products/220/tidy-10-(4).png https://rusgroupp.ru/assets/images/products/220/tidy-10-(5).png 
